ROBO_ID;OCCURRENCE;CODE;CONTENT
1;20.02.2022;E5055;The selector switch on TP is set to automatic operation.
1;20.02.2022;E5055;TP????????????????
1;20.02.2022;E5055;The selector switch on TP is set to automatic operation.
1;20.02.2022;E5055;TP????????????????
1;6.03.2022;E5055;The selector switch on TP is set to automatic operation.
1;6.03.2022;E5055;TP????????????????
1;6.03.2022;E1043;Teach Plug is abnormal.
1;6.03.2022;E1043;?????????????
1;9.03.2022;E5055;The selector switch on TP is set to automatic operation.
1;9.03.2022;E5055;TP????????????????
1;9.03.2022;E5055;The selector switch on TP is set to automatic operation.
1;9.03.2022;E5055;TP????????????????
1;7.06.2022;E1043;Teach Plug is abnormal.
1;7.06.2022;E1043;?????????????
1;14.06.2022;E1043;Teach Plug is abnormal.
1;14.06.2022;E1043;?????????????
1;15.06.2022;E1335;Unexpected motor powerOFF.(Servo board1)(MC1)(code 3F)
1;15.06.2022;E1335;??????OFF?????(??????1)(MC1)(???3F)
1;19.06.2022;E5055;The selector switch on TP is set to automatic operation.
1;19.06.2022;E5055;TP????????????????
1;19.06.2022;E5055;The selector switch on TP is set to automatic operation.
1;19.06.2022;E5055;TP????????????????
1;4.07.2022;E5050;This welder is without Traceability.
1;4.07.2022;E5050;??????????????????????
1;5.07.2022;E5050;This welder is without Traceability.
1;5.07.2022;E5050;??????????????????????
1;8.07.2022;E1043;Teach Plug is abnormal.
1;8.07.2022;E1043;?????????????
1;8.07.2022;E1043;Teach Plug is abnormal.
1;8.07.2022;E1043;?????????????
1;10.07.2022;E1043;Teach Plug is abnormal.
1;10.07.2022;E1043;?????????????
1;11.07.2022;E5055;The selector switch on TP is set to automatic operation.
1;11.07.2022;E5055;TP????????????????
1;11.07.2022;E5055;The selector switch on TP is set to automatic operation.
1;11.07.2022;E5055;TP????????????????
1;13.07.2022;E1043;?????????????
1;13.07.2022;E1043;Teach Plug is abnormal.
1;13.07.2022;E1043;?????????????
1;13.07.2022;E1043;Teach Plug is abnormal.
1;14.07.2022;E5055;The selector switch on TP is set to automatic operation.
1;22.07.2022;E1335;Unexpected motor powerOFF.(Servo board1)(MC1)(code 3F)
2;2.07.2020;E5055;TP????????????????
2;15.07.2020;E5055;TP????????????????
2;3.08.2020;E5055;TP????????????????
2;30.08.2020;E5050;??????????????????????
2;30.08.2020;E5050;??????????????????????
2;30.08.2020;E5050;??????????????????????
2;13.09.2020;E5055;TP????????????????
2;13.09.2020;E5055;TP????????????????
2;27.09.2020;E5055;TP????????????????
2;18.10.2020;E5055;TP????????????????
2;1.11.2020;E1043;?????????????
2;12.12.2020;E1043;?????????????
2;1.01.2021;E1043;?????????????
2;1.01.2021;E5055;TP????????????????
2;4.01.2021;E1549;[MC1]????????P-N??????????????(??????1)
2;4.01.2021;E1339;[MC1]P-N??????????(??????1)
2;11.01.2021;E5050;??????????????????????
2;11.01.2021;E5050;??????????????????????
2;11.01.2021;E5050;??????????????????????
2;11.01.2021;E5050;??????????????????????
2;31.01.2021;E1043;?????????????
2;31.01.2021;E1043;?????????????
2;31.01.2021;E1043;?????????????
2;20.02.2021;E1043;?????????????
2;22.02.2021;E1287;? 5???????????????????(??)?
2;22.02.2021;E5055;TP????????????????
2;22.02.2021;E1043;?????????????
2;4.03.2021;E1287;? 5???????????????????(??)?
2;4.03.2021;E1043;?????????????
2;7.03.2021;E5055;TP????????????????
2;14.03.2021;E1043;?????????????
2;21.03.2021;E1043;?????????????
2;25.04.2021;E1043;?????????????
2;10.07.2021;E1043;?????????????
2;23.07.2021;E5050;??????????????????????
2;2.08.2021;E1043;?????????????
2;5.08.2021;E1043;?????????????
2;24.08.2021;E1043;?????????????
2;6.09.2021;E1287;? 5???????????????????(??)?
2;6.09.2021;E1288;? 5???????????????????(??)?
2;4.10.2021;E5055;TP????????????????
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16C24E00 00000003)
2;4.10.2021;E9465;[Cubic-S(1)]????(????????????)??????????(???:16C24E00 00000003)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16C2A300 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16C23A00 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16821700 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16C24F00 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16C21C00 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16C2BA00 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16C2F700 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:16C25F00 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:1682B200 00000001)
2;4.10.2021;E9464;[Cubic-S(1)]????(????/??????????????)??????????(???:1682B200 00000001)
2;4.10.2021;E5054;TP????????????????
2;4.10.2021;E5054;TP????????????????
2;24.10.2021;E5055;TP????????????????
2;24.10.2021;E5055;TP????????????????
2;23.12.2021;E1335;??????OFF?????(??????1)(MC1)(???3F)
2;2.01.2022;E1043;?????????????
2;5.01.2022;E5055;TP????????????????
2;8.01.2022;E1043;?????????????
2;16.01.2022;E5055;TP????????????????
2;25.01.2022;E5055;TP????????????????
2;20.02.2022;E5055;TP????????????????
2;20.02.2022;E5055;TP????????????????
2;5.03.2022;E1287;? 5???????????????????(??)?
2;5.03.2022;E1288;? 5???????????????????(??)?
2;6.03.2022;E1043;?????????????
2;7.03.2022;E1043;?????????????
2;1.05.2022;E1043;?????????????
2;13.05.2022;E1043;?????????????
2;14.05.2022;E5055;TP????????????????
2;14.05.2022;E5055;TP????????????????
2;19.05.2022;E5055;TP????????????????
2;19.06.2022;E5055;TP????????????????
2;19.06.2022;E1043;?????????????
2;26.06.2022;E5055;TP????????????????
2;4.07.2022;E5055;TP????????????????
2;4.07.2022;E5050;??????????????????????
2;4.07.2022;E5050;??????????????????????
2;5.07.2022;E5050;??????????????????????
2;5.07.2022;E5050;??????????????????????
2;5.07.2022;E5050;??????????????????????
2;5.07.2022;E5050;??????????????????????
2;8.07.2022;E1043;?????????????
2;8.07.2022;E1043;?????????????
2;9.07.2022;E1043;?????????????
2;9.07.2022;E1043;?????????????
2;9.07.2022;E1363;[??????1]????????????????????
2;9.07.2022;E9412;[Cubic-S(1)]?????(?????1)????250mm/s???????(??? 38C12E01)
2;9.07.2022;E1043;?????????????
2;10.07.2022;E1043;?????????????
2;11.07.2022;E5055;TP????????????????
2;11.07.2022;E5054;TP????????????????
2;13.07.2022;E5055;TP????????????????
4;3.08.2020;E1043;Teach Plug is abnormal.
4;3.08.2020;E1043;?????????????
4;3.08.2020;E1043;Teach Plug is abnormal.
4;3.08.2020;E1043;?????????????
4;12.08.2020;E1396;PLC stopped. 
4;12.08.2020;E1396;PLC????????
4;12.08.2020;E1397;PLC has not started. 
4;12.08.2020;E1397;PLC??????????
4;12.08.2020;E9504;Ladder logic version mismatch.
4;12.08.2020;E9504;???????????????
4;12.08.2020;E9504;Ladder logic version mismatch.
4;12.08.2020;E9504;???????????????
4;12.08.2020;E9504;Ladder logic version mismatch.
4;12.08.2020;E9504;???????????????
4;12.08.2020;E9504;Ladder logic version mismatch.
4;12.08.2020;E9504;???????????????
4;12.08.2020;E9504;Ladder logic version mismatch.
4;12.08.2020;E9504;???????????????
4;30.08.2020;E5050;This welder is without Traceability.
4;30.08.2020;E5050;??????????????????????
4;30.08.2020;E5050;This welder is without Traceability.
4;30.08.2020;E5050;??????????????????????
4;30.08.2020;E5050;This welder is without Traceability.
4;30.08.2020;E5050;??????????????????????
4;30.08.2020;E5050;This welder is without Traceability.
4;30.08.2020;E5050;??????????????????????
4;30.08.2020;E5050;This welder is without Traceability.
4;30.08.2020;E5050;??????????????????????
4;30.08.2020;E5050;This welder is without Traceability.
4;30.08.2020;E5050;??????????????????????
4;30.08.2020;E5050;This welder is without Traceability.
4;30.08.2020;E5050;??????????????????????
4;30.08.2020;E5050;This welder is without Traceability.
4;30.08.2020;E5050;??????????????????????
4;30.08.2020;E5054;The selector switch on TP is set to manual operation.
4;30.08.2020;E5054;TP????????????????
4;6.09.2020;E1002;PLC interface error.
4;6.09.2020;E1002;PLC ??????????????
4;6.09.2020;E1397;PLC has not started. 
4;6.09.2020;E1397;PLC??????????
4;6.09.2020;E1397;PLC has not started. 
4;6.09.2020;E9504;Ladder logic version mismatch.
4;6.09.2020;E1397;PLC??????????
4;6.09.2020;E9504;???????????????
4;6.09.2020;E9504;Ladder logic version mismatch.
4;6.09.2020;E9504;???????????????
4;6.09.2020;E9504;Ladder logic version mismatch.
4;6.09.2020;E9504;???????????????
4;10.09.2020;E5055;The selector switch on TP is set to automatic operation.
4;10.09.2020;E5055;TP????????????????
4;13.09.2020;E5055;The selector switch on TP is set to automatic operation.
4;13.09.2020;E5055;TP????????????????
4;13.09.2020;E1043;Teach Plug is abnormal.
4;13.09.2020;E1043;?????????????
4;13.09.2020;E5055;The selector switch on TP is set to automatic operation.
4;13.09.2020;E5055;TP????????????????
4;13.09.2020;E1043;Teach Plug is abnormal.
4;13.09.2020;E1043;?????????????
4;27.09.2020;E1043;Teach Plug is abnormal.
4;27.09.2020;E1043;?????????????
4;9.10.2020;E5055;The selector switch on TP is set to automatic operation.
4;9.10.2020;E5055;TP????????????????
4;16.10.2020;E5055;The selector switch on TP is set to automatic operation.
4;16.10.2020;E5055;TP????????????????
4;28.10.2020;E1043;Teach Plug is abnormal.
4;28.10.2020;E1043;?????????????
4;28.10.2020;E1043;Teach Plug is abnormal.
4;28.10.2020;E1043;?????????????
4;7.11.2020;E1396;PLC stopped. 
4;7.11.2020;E1396;PLC????????
4;7.11.2020;E1397;PLC has not started. 
4;7.11.2020;E1397;PLC??????????
4;7.11.2020;E9504;Ladder logic version mismatch.
4;7.11.2020;E9504;???????????????
4;12.12.2020;E5055;The selector switch on TP is set to automatic operation.
4;12.12.2020;E5055;TP????????????????
4;14.12.2020;E1396;PLC stopped. 
4;14.12.2020;E1396;PLC????????
4;14.12.2020;E1397;PLC has not started. 
4;14.12.2020;E1397;PLC??????????
4;14.12.2020;E1397;PLC has not started. 
4;14.12.2020;E1397;PLC??????????
4;14.12.2020;E9504;Ladder logic version mismatch.
4;14.12.2020;E9504;???????????????
4;14.12.2020;E9504;Ladder logic version mismatch.
4;14.12.2020;E9504;???????????????
4;1.01.2021;E5055;The selector switch on TP is set to automatic operation.
4;1.01.2021;E5055;TP????????????????
4;1.01.2021;E5055;The selector switch on TP is set to automatic operation.
4;1.01.2021;E5055;TP????????????????
4;11.01.2021;E5050;This welder is without Traceability.
4;11.01.2021;E5050;??????????????????????
4;1.02.2021;E1043;Teach Plug is abnormal.
4;1.02.2021;E1043;?????????????
4;1.03.2021;E1396;PLC stopped. 
4;1.03.2021;E1396;PLC????????
4;1.03.2021;E1397;PLC has not started. 
4;1.03.2021;E1397;PLC??????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E9504;Ladder logic version mismatch.
4;1.03.2021;E9504;???????????????
4;1.03.2021;E1043;Teach Plug is abnormal.
4;1.03.2021;E1043;?????????????
4;4.03.2021;E5055;The selector switch on TP is set to automatic operation.
4;4.03.2021;E5055;TP????????????????
4;4.03.2021;E5055;The selector switch on TP is set to automatic operation.
4;4.03.2021;E5055;TP????????????????
4;7.03.2021;E5055;The selector switch on TP is set to automatic operation.
4;7.03.2021;E5055;TP????????????????
4;17.03.2021;E5055;The selector switch on TP is set to automatic operation.
4;17.03.2021;E5055;TP????????????????
4;21.03.2021;E1043;Teach Plug is abnormal.
4;21.03.2021;E1043;?????????????
4;11.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;11.04.2021;E5055;TP????????????????
4;11.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;11.04.2021;E5055;TP????????????????
4;11.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;11.04.2021;E5055;TP????????????????
4;11.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;11.04.2021;E5055;TP????????????????
4;11.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;11.04.2021;E5055;TP????????????????
4;11.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;11.04.2021;E5055;TP????????????????
4;11.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;11.04.2021;E5055;TP????????????????
4;11.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;11.04.2021;E5055;TP????????????????
4;13.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;13.04.2021;E5055;TP????????????????
4;25.04.2021;E5055;The selector switch on TP is set to automatic operation.
4;25.04.2021;E5055;TP????????????????
4;25.04.2021;E1043;Teach Plug is abnormal.
4;25.04.2021;E1043;?????????????
4;24.05.2021;E5055;The selector switch on TP is set to automatic operation.
4;24.05.2021;E5055;TP????????????????
4;25.05.2021;E1043;Teach Plug is abnormal.
4;25.05.2021;E1043;?????????????
4;17.07.2021;E1043;Teach Plug is abnormal.
4;17.07.2021;E1043;?????????????
4;23.07.2021;E5050;This welder is without Traceability.
4;23.07.2021;E5050;??????????????????????
4;24.08.2021;E1043;Teach Plug is abnormal.
4;24.08.2021;E1043;?????????????
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;3.09.2021;E1337;[MC1]Brake power is abnormal.(Servo board1)
4;3.09.2021;E1342;Motor harness disconnected or robot temperture exceeded limit.(MC1)
4;3.09.2021;E1337;[MC1]?????????(??????1)
4;3.09.2021;E1342;??????????????????????????????????(MC1)
4;24.09.2021;E1335;Unexpected motor powerOFF.(Servo board1)(MC1)(code 3F)
4;24.09.2021;E1335;??????OFF?????(??????1)(MC1)(???3F)
4;4.10.2021;E5055;The selector switch on TP is set to automatic operation.
4;4.10.2021;E5055;TP????????????????
4;16.12.2021;E1335;Unexpected motor powerOFF.(Servo board1)(MC1)(code 3F)
4;16.12.2021;E1335;??????OFF?????(??????1)(MC1)(???3F)
4;29.12.2021;E1335;Unexpected motor powerOFF.(Servo board1)(MC1)(code 3F)
4;29.12.2021;E1335;??????OFF?????(??????1)(MC1)(???3F)
4;16.01.2022;E1043;Teach Plug is abnormal.
4;16.01.2022;E1043;?????????????
4;20.02.2022;E1043;Teach Plug is abnormal.
4;20.02.2022;E1043;?????????????
4;20.02.2022;E5055;The selector switch on TP is set to automatic operation.
4;20.02.2022;E5055;TP????????????????
4;20.02.2022;E5055;The selector switch on TP is set to automatic operation.
4;20.02.2022;E5055;TP????????????????
4;20.02.2022;E5055;The selector switch on TP is set to automatic operation.
4;20.02.2022;E5055;TP????????????????
4;20.02.2022;E5055;The selector switch on TP is set to automatic operation.
4;20.02.2022;E5055;TP????????????????
4;20.02.2022;E5055;The selector switch on TP is set to automatic operation.
4;20.02.2022;E5055;TP????????????????
4;20.02.2022;E5055;The selector switch on TP is set to automatic operation.
4;20.02.2022;E5055;TP????????????????
4;6.03.2022;E5055;The selector switch on TP is set to automatic operation.
4;6.03.2022;E5055;TP????????????????
4;6.03.2022;E5055;The selector switch on TP is set to automatic operation.
4;6.03.2022;E5055;TP????????????????
4;7.03.2022;E5055;The selector switch on TP is set to automatic operation.
4;7.03.2022;E5055;TP????????????????
4;27.03.2022;E1043;Teach Plug is abnormal.
4;27.03.2022;E1043;?????????????
4;28.03.2022;E1549;[MC1]P-N high voltage due to sudden deceleration stop.(Servo board 1)
4;28.03.2022;E1549;[MC1]????????P-N??????????????(??????1)
4;24.04.2022;E1043;Teach Plug is abnormal.
4;24.04.2022;E1043;?????????????
4;1.05.2022;E5055;The selector switch on TP is set to automatic operation.
4;1.05.2022;E5055;TP????????????????
4;19.05.2022;E1043;Teach Plug is abnormal.
4;19.05.2022;E1043;?????????????
4;14.06.2022;E1396;PLC stopped. 
4;14.06.2022;E1396;PLC????????
4;14.06.2022;E1397;PLC has not started. 
4;14.06.2022;E1397;PLC??????????
4;14.06.2022;E9504;Ladder logic version mismatch.
4;14.06.2022;E9504;???????????????
4;14.06.2022;E9504;Ladder logic version mismatch.
4;14.06.2022;E9504;???????????????
4;15.06.2022;E1335;Unexpected motor powerOFF.(Servo board1)(MC1)(code 3F)
4;15.06.2022;E1335;??????OFF?????(??????1)(MC1)(???3F)
4;19.06.2022;E5055;The selector switch on TP is set to automatic operation.
4;19.06.2022;E5055;TP????????????????
4;19.06.2022;E5055;The selector switch on TP is set to automatic operation.
4;19.06.2022;E5055;TP????????????????
4;25.06.2022;E1396;PLC stopped. 
4;25.06.2022;E1396;PLC????????
4;25.06.2022;E1397;PLC has not started. 
4;25.06.2022;E1397;PLC??????????
4;25.06.2022;E1397;PLC has not started. 
4;25.06.2022;E1397;PLC??????????
4;25.06.2022;E9504;Ladder logic version mismatch.
4;25.06.2022;E9504;???????????????
4;25.06.2022;E9504;Ladder logic version mismatch.
4;25.06.2022;E9504;???????????????
4;25.06.2022;E9504;Ladder logic version mismatch.
4;25.06.2022;E9504;???????????????
4;4.07.2022;E5050;This welder is without Traceability.
4;4.07.2022;E5050;??????????????????????
4;4.07.2022;E5050;This welder is without Traceability.
4;4.07.2022;E5050;??????????????????????
4;4.07.2022;E5050;This welder is without Traceability.
4;4.07.2022;E5050;??????????????????????
4;5.07.2022;E5050;This welder is without Traceability.
4;5.07.2022;E5050;??????????????????????
4;5.07.2022;E5050;This welder is without Traceability.
4;5.07.2022;E5050;??????????????????????
4;5.07.2022;E5050;This welder is without Traceability.
4;5.07.2022;E5050;??????????????????????
4;5.07.2022;E5050;This welder is without Traceability.
4;5.07.2022;E5050;??????????????????????
4;8.07.2022;E5055;The selector switch on TP is set to automatic operation.
4;8.07.2022;E5055;TP????????????????
4;9.07.2022;E1043;?????????????
4;9.07.2022;E1043;Teach Plug is abnormal.
4;11.07.2022;E5055;The selector switch on TP is set to automatic operation.
4;11.07.2022;E5055;TP????????????????
4;13.07.2022;E1043;?????????????
